Chl,Chl_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0.9727311522387908,0.9462058945358056,2009,09-924,2009-05-05,5,6,0,0,8,0.6645092
0.9727311522387908,0.9462058945358056,2009,09-924,2009-05-12,6,7,0,0,8,0.6645092
0.6626547596248233,0.4391113304534324,2009,09-924,2009-05-19,7,8,0,0,8,0.6645092
0.6227857064517658,0.387862036160625,2009,09-924,2009-05-26,8,9,0,0,8,0.6645092
0.6227857064517658,0.387862036160625,2009,09-924,2009-05-30,9,10,0,0,8,0.6645092
0.3921154421152318,0.1537545199452237,2014,14-0483,2014-03-14,1,2,0,0,3,0.05061778
0.3921154421152318,0.1537545199452237,2014,14-0483,2014-03-21,2,3,0,0,3,0.05061778
0.3921154421152318,0.1537545199452237,2014,14-0483,2014-03-28,3,4,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-04-04,4,5,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-04-11,5,6,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-04-18,6,7,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-04-25,7,8,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-05-02,8,9,0,0,3,0.05061778
0.5743812775946552,0.32991385205126833,2014,14-0483,2014-05-06,9,10,0,0,3,0.05061778
0.544246812249574,0.2962045926438231,2019,19-1823,2019-05-19,1,2,0,0,6,0.4915636
0.544246812249574,0.2962045926438231,2019,19-1823,2019-05-26,2,3,0,0,6,0.4915636
0.544246812249574,0.2962045926438231,2019,19-1823,2019-06-02,3,4,0,0,6,0.4915636
0.46186184349354353,0.2133163624752545,2019,19-1823,2019-06-09,4,5,0,0,6,0.4915636
0.46186184349354353,0.2133163624752545,2019,19-1823,2019-06-16,5,6,0,0,6,0.4915636
0.4230598394113346,0.17897962772274426,2019,19-1823,2019-06-23,6,7,0,0,6,0.4915636
0.4230598394113346,0.17897962772274426,2019,19-1823,2019-06-30,7,8,0,0,6,0.4915636
0.4230598394113346,0.17897962772274426,2019,19-1823,2019-07-07,8,9,0,1,6,0.4915636
0.4230598394113346,0.17897962772274426,2019,19-1823,2019-07-11,9,10,1,1,6,0.4915636
0.7560425418270222,0.5716003250522647,2012,12-077,2012-01-15,1,2,0,0,1,0.02966896
0.7560425418270222,0.5716003250522647,2012,12-077,2012-01-22,2,3,0,0,1,0.02966896
0.7560425418270222,0.5716003250522647,2012,12-077,2012-01-29,3,4,0,0,1,0.02966896
0.7560425418270222,0.5716003250522647,2012,12-077,2012-02-05,4,5,0,0,1,0.02966896
0.7560425418270222,0.5716003250522647,2012,12-077,2012-02-12,5,6,0,0,1,0.02966896
0.8947518480943555,0.8005808696682646,2012,12-077,2012-02-19,6,7,0,0,1,0.02966896
0.8947518480943555,0.8005808696682646,2012,12-077,2012-02-26,7,8,0,0,1,0.02966896
0.8947518480943555,0.8005808696682646,2012,12-077,2012-03-04,8,9,0,1,1,0.02966896
0.8947518480943555,0.8005808696682646,2012,12-077,2012-03-08,9,10,1,1,1,0.02966896
0.5061379966122337,0.2561756716146455,2017,17-220,2017-02-25,1,2,0,0,4,0.08352669
0.6277773248320648,0.39410436957330386,2017,17-220,2017-03-04,2,3,0,0,4,0.08352669
0.6711651723618514,0.4504626885915136,2017,17-220,2017-03-11,3,4,0,0,4,0.08352669
0.6711651723618514,0.4504626885915136,2017,17-220,2017-03-18,4,5,0,0,4,0.08352669
0.6711651723618514,0.4504626885915136,2017,17-220,2017-03-25,5,6,0,0,4,0.08352669
0.8903209737509978,0.792671436300925,2017,17-220,2017-04-01,6,7,0,0,4,0.08352669
0.8903209737509978,0.792671436300925,2017,17-220,2017-04-08,7,8,0,0,4,0.08352669
0.9199230641142668,0.8462584438893814,2017,17-220,2017-04-15,8,9,0,0,4,0.08352669
0.6994341988240167,0.4892081984845941,2017,17-220,2017-04-19,9,10,0,0,4,0.08352669
0.6711651723618514,0.4504626885915136,2017,17-971,2017-03-15,1,2,0,0,3,0.3606231
0.6711651723618514,0.4504626885915136,2017,17-971,2017-03-22,2,3,0,0,3,0.3606231
0.8903209737509978,0.792671436300925,2017,17-971,2017-03-29,3,4,0,0,3,0.3606231
0.8903209737509978,0.792671436300925,2017,17-971,2017-04-05,4,5,0,0,3,0.3606231
0.9199230641142668,0.8462584438893814,2017,17-971,2017-04-12,5,6,0,0,3,0.3606231
0.6994341988240167,0.4892081984845941,2017,17-971,2017-04-19,6,7,0,0,3,0.3606231
0.647364095075653,0.41908027159311906,2017,17-971,2017-04-26,7,8,0,0,3,0.3606231
0.647364095075653,0.41908027159311906,2017,17-971,2017-05-03,8,9,0,0,3,0.3606231
0.647364095075653,0.41908027159311906,2017,17-971,2017-05-07,9,10,0,0,3,0.3606231
0.5372647151468037,0.28865337414177616,2013,13-792,2013-03-11,1,2,0,0,3,0.1494893
0.5372647151468037,0.28865337414177616,2013,13-792,2013-03-18,2,3,0,0,3,0.1494893
0.5372647151468037,0.28865337414177616,2013,13-792,2013-03-25,3,4,0,0,3,0.1494893
0.5372647151468037,0.28865337414177616,2013,13-792,2013-04-01,4,5,0,0,3,0.1494893
0.6222951007715146,0.3872511924442295,2013,13-792,2013-04-08,5,6,0,0,3,0.1494893
0.5864199974171755,0.34388841337076015,2013,13-792,2013-04-15,6,7,0,0,3,0.1494893
0.5864199974171755,0.34388841337076015,2013,13-792,2013-04-22,7,8,0,0,3,0.1494893
0.540981411040539,0.2926608870914126,2013,13-792,2013-04-29,8,9,0,0,3,0.1494893
0.540981411040539,0.2926608870914126,2013,13-792,2013-05-03,9,10,0,0,3,0.1494893
0.6695699396562788,0.4483239040913128,2018,18-719,2018-03-26,1,2,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-04-02,2,3,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-04-09,3,4,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-04-16,4,5,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-04-23,5,6,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-04-30,6,7,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-05-07,7,8,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-05-14,8,9,0,0,3,0.2817294
0.6695699396562788,0.4483239040913128,2018,18-719,2018-05-18,9,10,0,0,3,0.2817294
0.5372647151468037,0.28865337414177616,2013,13-619,2013-03-05,1,2,0,0,3,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-619,2013-03-12,2,3,0,0,3,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-619,2013-03-19,3,4,0,0,3,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-619,2013-03-26,4,5,0,0,3,0.08588672
0.6222951007715146,0.3872511924442295,2013,13-619,2013-04-02,5,6,0,0,3,0.08588672
0.5864199974171755,0.34388841337076015,2013,13-619,2013-04-09,6,7,0,0,3,0.08588672
0.5864199974171755,0.34388841337076015,2013,13-619,2013-04-16,7,8,0,0,3,0.08588672
0.540981411040539,0.2926608870914126,2013,13-619,2013-04-23,8,9,0,0,3,0.08588672
0.540981411040539,0.2926608870914126,2013,13-619,2013-04-27,9,10,0,0,3,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-635,2013-03-08,1,2,0,0,6,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-635,2013-03-15,2,3,0,1,6,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-635,2013-03-22,3,4,1,0,6,0.08588672
0.5372647151468037,0.28865337414177616,2013,13-635,2013-03-29,4,5,1,0,6,0.08588672
0.6222951007715146,0.3872511924442295,2013,13-635,2013-04-05,5,6,1,0,6,0.08588672
0.5864199974171755,0.34388841337076015,2013,13-635,2013-04-12,6,7,1,0,6,0.08588672
0.5864199974171755,0.34388841337076015,2013,13-635,2013-04-19,7,8,1,0,6,0.08588672
0.540981411040539,0.2926608870914126,2013,13-635,2013-04-26,8,9,1,0,6,0.08588672
0.540981411040539,0.2926608870914126,2013,13-635,2013-04-30,9,10,1,1,6,0.08588672
0.9919944810755342,0.9840530504843185,2009,09-797,2009-03-30,1,2,0,0,6,0.6278317
0.9919944810755342,0.9840530504843185,2009,09-797,2009-04-06,2,3,0,0,6,0.6278317
0.9727311522387908,0.9462058945358056,2009,09-797,2009-04-13,3,4,0,0,6,0.6278317
0.9727311522387908,0.9462058945358056,2009,09-797,2009-04-20,4,5,0,0,6,0.6278317
0.9727311522387908,0.9462058945358056,2009,09-797,2009-04-27,5,6,0,0,6,0.6278317
0.9727311522387908,0.9462058945358056,2009,09-797,2009-05-04,6,7,0,0,6,0.6278317
0.9727311522387908,0.9462058945358056,2009,09-797,2009-05-11,7,8,0,0,6,0.6278317
0.6626547596248233,0.4391113304534324,2009,09-797,2009-05-18,8,9,0,0,6,0.6278317
0.6227857064517658,0.387862036160625,2009,09-797,2009-05-22,9,10,0,0,6,0.6278317
0.6711651723618514,0.4504626885915136,2017,17-549,2017-03-20,1,2,0,0,6,0.4335433
0.8903209737509978,0.792671436300925,2017,17-549,2017-03-27,2,3,0,0,6,0.4335433
0.8903209737509978,0.792671436300925,2017,17-549,2017-04-03,3,4,0,0,6,0.4335433
0.9199230641142668,0.8462584438893814,2017,17-549,2017-04-10,4,5,0,0,6,0.4335433
0.6994341988240167,0.4892081984845941,2017,17-549,2017-04-17,5,6,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-549,2017-04-24,6,7,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-549,2017-05-01,7,8,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-549,2017-05-08,8,9,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-549,2017-05-12,9,10,0,0,6,0.4335433
0.6695699396562788,0.4483239040913128,2018,18-1305,2018-05-09,1,2,0,0,6,0.6202929
0.6695699396562788,0.4483239040913128,2018,18-1305,2018-05-16,2,3,0,0,6,0.6202929
0.7686404054172176,0.5908080728399446,2018,18-1305,2018-05-23,3,4,0,0,6,0.6202929
0.7686404054172176,0.5908080728399446,2018,18-1305,2018-05-30,4,5,0,1,6,0.6202929
0.7686404054172176,0.5908080728399446,2018,18-1305,2018-06-06,5,6,1,0,6,0.6202929
0.5721019861283587,0.3273006825320128,2018,18-1305,2018-06-13,6,7,1,0,6,0.6202929
0.4414622328612378,0.19488890304282977,2018,18-1305,2018-06-20,7,8,1,0,6,0.6202929
0.4414622328612378,0.19488890304282977,2018,18-1305,2018-06-27,8,9,1,0,6,0.6202929
0.4414622328612378,0.19488890304282977,2018,18-1305,2018-07-01,9,10,1,1,6,0.6202929
0.5372647151468037,0.28865337414177616,2013,13-724,2013-03-14,1,2,0,0,3,0.1908078
0.5372647151468037,0.28865337414177616,2013,13-724,2013-03-21,2,3,0,0,3,0.1908078
0.5372647151468037,0.28865337414177616,2013,13-724,2013-03-28,3,4,0,0,3,0.1908078
0.6222951007715146,0.3872511924442295,2013,13-724,2013-04-04,4,5,0,0,3,0.1908078
0.5864199974171755,0.34388841337076015,2013,13-724,2013-04-11,5,6,0,0,3,0.1908078
0.5864199974171755,0.34388841337076015,2013,13-724,2013-04-18,6,7,0,0,3,0.1908078
0.540981411040539,0.2926608870914126,2013,13-724,2013-04-25,7,8,0,0,3,0.1908078
0.540981411040539,0.2926608870914126,2013,13-724,2013-05-02,8,9,0,0,3,0.1908078
0.540981411040539,0.2926608870914126,2013,13-724,2013-05-06,9,10,0,0,3,0.1908078
0.7614988138784438,0.5798804435382767,2009,09-473,2009-03-22,1,2,0,0,2,0.596548
0.9919944810755342,0.9840530504843185,2009,09-473,2009-03-29,2,3,0,0,2,0.596548
0.9919944810755342,0.9840530504843185,2009,09-473,2009-04-05,3,4,0,0,2,0.596548
0.9727311522387908,0.9462058945358056,2009,09-473,2009-04-12,4,5,0,0,2,0.596548
0.9727311522387908,0.9462058945358056,2009,09-473,2009-04-19,5,6,0,0,2,0.596548
0.9727311522387908,0.9462058945358056,2009,09-473,2009-04-26,6,7,0,0,2,0.596548
0.9727311522387908,0.9462058945358056,2009,09-473,2009-05-03,7,8,0,0,2,0.596548
0.9727311522387908,0.9462058945358056,2009,09-473,2009-05-10,8,9,0,0,2,0.596548
0.6626547596248233,0.4391113304534324,2009,09-473,2009-05-14,9,10,0,0,2,0.596548
0.573576275513064,0.3289897438314383,2019,19-081,2019-04-25,1,2,0,0,3,0.09673791
0.544246812249574,0.2962045926438231,2019,19-081,2019-05-02,2,3,0,0,3,0.09673791
0.544246812249574,0.2962045926438231,2019,19-081,2019-05-09,3,4,0,0,3,0.09673791
0.544246812249574,0.2962045926438231,2019,19-081,2019-05-16,4,5,0,0,3,0.09673791
0.544246812249574,0.2962045926438231,2019,19-081,2019-05-23,5,6,0,0,3,0.09673791
0.544246812249574,0.2962045926438231,2019,19-081,2019-05-30,6,7,0,0,3,0.09673791
0.46186184349354353,0.2133163624752545,2019,19-081,2019-06-06,7,8,0,0,3,0.09673791
0.46186184349354353,0.2133163624752545,2019,19-081,2019-06-13,8,9,0,0,3,0.09673791
0.46186184349354353,0.2133163624752545,2019,19-081,2019-06-17,9,10,0,0,3,0.09673791
0.8903209737509978,0.792671436300925,2017,17-1018,2017-04-05,1,2,0,1,3,0.5594962
0.8903209737509978,0.792671436300925,2017,17-1018,2017-04-06,2,3,1,1,3,0.5594962
0.6695699396562788,0.4483239040913128,2018,18-888,2018-05-07,1,2,0,0,3,0.6419107
0.6695699396562788,0.4483239040913128,2018,18-888,2018-05-14,2,3,0,0,3,0.6419107
0.7686404054172176,0.5908080728399446,2018,18-888,2018-05-21,3,4,0,0,3,0.6419107
0.7686404054172176,0.5908080728399446,2018,18-888,2018-05-28,4,5,0,1,3,0.6419107
0.7686404054172176,0.5908080728399446,2018,18-888,2018-06-04,5,6,1,0,3,0.6419107
0.5721019861283587,0.3273006825320128,2018,18-888,2018-06-11,6,7,1,0,3,0.6419107
0.4414622328612378,0.19488890304282977,2018,18-888,2018-06-18,7,8,1,0,3,0.6419107
0.4414622328612378,0.19488890304282977,2018,18-888,2018-06-25,8,9,1,0,3,0.6419107
0.4414622328612378,0.19488890304282977,2018,18-888,2018-06-29,9,10,1,1,3,0.6419107
0.6711651723618514,0.4504626885915136,2017,17-865,2017-03-12,1,2,0,0,3,0.3056016
0.6711651723618514,0.4504626885915136,2017,17-865,2017-03-19,2,3,0,0,3,0.3056016
0.8903209737509978,0.792671436300925,2017,17-865,2017-03-26,3,4,0,0,3,0.3056016
0.8903209737509978,0.792671436300925,2017,17-865,2017-04-02,4,5,0,0,3,0.3056016
0.9199230641142668,0.8462584438893814,2017,17-865,2017-04-09,5,6,0,0,3,0.3056016
0.6994341988240167,0.4892081984845941,2017,17-865,2017-04-16,6,7,0,0,3,0.3056016
0.647364095075653,0.41908027159311906,2017,17-865,2017-04-23,7,8,0,0,3,0.3056016
0.647364095075653,0.41908027159311906,2017,17-865,2017-04-30,8,9,0,0,3,0.3056016
0.647364095075653,0.41908027159311906,2017,17-865,2017-05-04,9,10,0,0,3,0.3056016
0.7614988138784438,0.5798804435382767,2009,09-259,2009-03-10,1,2,0,0,2,0.4708738
0.7614988138784438,0.5798804435382767,2009,09-259,2009-03-17,2,3,0,0,2,0.4708738
0.7614988138784438,0.5798804435382767,2009,09-259,2009-03-24,3,4,0,0,2,0.4708738
0.9919944810755342,0.9840530504843185,2009,09-259,2009-03-31,4,5,0,0,2,0.4708738
0.9919944810755342,0.9840530504843185,2009,09-259,2009-04-07,5,6,0,0,2,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-259,2009-04-14,6,7,0,0,2,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-259,2009-04-21,7,8,0,0,2,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-259,2009-04-28,8,9,0,0,2,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-259,2009-05-02,9,10,0,0,2,0.4708738
0.544246812249574,0.2962045926438231,2019,19-113,2019-05-04,1,2,0,0,6,0.1715411
0.544246812249574,0.2962045926438231,2019,19-113,2019-05-11,2,3,0,0,6,0.1715411
0.544246812249574,0.2962045926438231,2019,19-113,2019-05-18,3,4,0,0,6,0.1715411
0.544246812249574,0.2962045926438231,2019,19-113,2019-05-25,4,5,0,0,6,0.1715411
0.544246812249574,0.2962045926438231,2019,19-113,2019-06-01,5,6,0,0,6,0.1715411
0.46186184349354353,0.2133163624752545,2019,19-113,2019-06-08,6,7,0,0,6,0.1715411
0.46186184349354353,0.2133163624752545,2019,19-113,2019-06-15,7,8,0,0,6,0.1715411
0.4230598394113346,0.17897962772274426,2019,19-113,2019-06-22,8,9,0,0,6,0.1715411
0.4230598394113346,0.17897962772274426,2019,19-113,2019-06-26,9,10,0,0,6,0.1715411
0.46186184349354353,0.2133163624752545,2019,19-1527,2019-06-09,1,2,0,0,3,0.7064117
0.46186184349354353,0.2133163624752545,2019,19-1527,2019-06-16,2,3,0,0,3,0.7064117
0.4230598394113346,0.17897962772274426,2019,19-1527,2019-06-23,3,4,0,1,3,0.7064117
0.4230598394113346,0.17897962772274426,2019,19-1527,2019-06-30,4,5,1,0,3,0.7064117
0.4230598394113346,0.17897962772274426,2019,19-1527,2019-07-07,5,6,1,0,3,0.7064117
0.4230598394113346,0.17897962772274426,2019,19-1527,2019-07-10,6,7,1,1,3,0.7064117
0.544246812249574,0.2962045926438231,2019,19-200,2019-05-07,1,2,0,0,3,0.3239595
0.544246812249574,0.2962045926438231,2019,19-200,2019-05-14,2,3,0,0,3,0.3239595
0.544246812249574,0.2962045926438231,2019,19-200,2019-05-21,3,4,0,0,3,0.3239595
0.544246812249574,0.2962045926438231,2019,19-200,2019-05-28,4,5,0,0,3,0.3239595
0.46186184349354353,0.2133163624752545,2019,19-200,2019-06-04,5,6,0,0,3,0.3239595
0.46186184349354353,0.2133163624752545,2019,19-200,2019-06-11,6,7,0,0,3,0.3239595
0.4230598394113346,0.17897962772274426,2019,19-200,2019-06-18,7,8,0,0,3,0.3239595
0.4230598394113346,0.17897962772274426,2019,19-200,2019-06-25,8,9,0,0,3,0.3239595
0.4230598394113346,0.17897962772274426,2019,19-200,2019-06-29,9,10,0,0,3,0.3239595
0.6711651723618514,0.4504626885915136,2017,17-961,2017-03-24,1,2,0,0,6,0.4335433
0.8903209737509978,0.792671436300925,2017,17-961,2017-03-31,2,3,0,0,6,0.4335433
0.8903209737509978,0.792671436300925,2017,17-961,2017-04-07,3,4,0,0,6,0.4335433
0.9199230641142668,0.8462584438893814,2017,17-961,2017-04-14,4,5,0,0,6,0.4335433
0.6994341988240167,0.4892081984845941,2017,17-961,2017-04-21,5,6,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-961,2017-04-28,6,7,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-961,2017-05-05,7,8,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-961,2017-05-12,8,9,0,0,6,0.4335433
0.647364095075653,0.41908027159311906,2017,17-961,2017-05-16,9,10,0,0,6,0.4335433
0.9919944810755342,0.9840530504843185,2009,09-183,2009-04-08,1,2,0,0,8,0.671521
0.9727311522387908,0.9462058945358056,2009,09-183,2009-04-15,2,3,0,1,8,0.671521
0.9727311522387908,0.9462058945358056,2009,09-183,2009-04-22,3,4,1,0,8,0.671521
0.9727311522387908,0.9462058945358056,2009,09-183,2009-04-29,4,5,1,0,8,0.671521
0.9727311522387908,0.9462058945358056,2009,09-183,2009-05-06,5,6,1,0,8,0.671521
0.9727311522387908,0.9462058945358056,2009,09-183,2009-05-13,6,7,1,0,8,0.671521
0.6626547596248233,0.4391113304534324,2009,09-183,2009-05-20,7,8,1,0,8,0.671521
0.6227857064517658,0.387862036160625,2009,09-183,2009-05-27,8,9,1,0,8,0.671521
0.6227857064517658,0.387862036160625,2009,09-183,2009-05-31,9,10,1,1,8,0.671521
0.5372647151468037,0.28865337414177616,2013,13-808,2013-03-23,1,2,0,0,3,0.3314763
0.5372647151468037,0.28865337414177616,2013,13-808,2013-03-30,2,3,0,0,3,0.3314763
0.6222951007715146,0.3872511924442295,2013,13-808,2013-04-06,3,4,0,0,3,0.3314763
0.5864199974171755,0.34388841337076015,2013,13-808,2013-04-13,4,5,0,1,3,0.3314763
0.5864199974171755,0.34388841337076015,2013,13-808,2013-04-20,5,6,1,0,3,0.3314763
0.540981411040539,0.2926608870914126,2013,13-808,2013-04-27,6,7,1,0,3,0.3314763
0.540981411040539,0.2926608870914126,2013,13-808,2013-05-04,7,8,1,0,3,0.3314763
0.5338036188348457,0.2849463034811773,2013,13-808,2013-05-11,8,9,1,0,3,0.3314763
0.45520862758933434,0.2072148946317653,2013,13-808,2013-05-15,9,10,1,1,3,0.3314763
0.5372647151468037,0.28865337414177616,2013,13-063,2013-03-15,1,2,0,0,3,0.2172702
0.5372647151468037,0.28865337414177616,2013,13-063,2013-03-22,2,3,0,0,3,0.2172702
0.5372647151468037,0.28865337414177616,2013,13-063,2013-03-29,3,4,0,0,3,0.2172702
0.6222951007715146,0.3872511924442295,2013,13-063,2013-04-05,4,5,0,0,3,0.2172702
0.5864199974171755,0.34388841337076015,2013,13-063,2013-04-12,5,6,0,0,3,0.2172702
0.5864199974171755,0.34388841337076015,2013,13-063,2013-04-19,6,7,0,0,3,0.2172702
0.540981411040539,0.2926608870914126,2013,13-063,2013-04-26,7,8,0,0,3,0.2172702
0.540981411040539,0.2926608870914126,2013,13-063,2013-05-03,8,9,0,0,3,0.2172702
0.5338036188348457,0.2849463034811773,2013,13-063,2013-05-07,9,10,0,0,3,0.2172702
0.6222951007715146,0.3872511924442295,2013,13-343,2013-04-05,1,2,0,0,3,0.4345404
0.5864199974171755,0.34388841337076015,2013,13-343,2013-04-12,2,3,0,0,3,0.4345404
0.5864199974171755,0.34388841337076015,2013,13-343,2013-04-19,3,4,0,0,3,0.4345404
0.540981411040539,0.2926608870914126,2013,13-343,2013-04-26,4,5,0,0,3,0.4345404
0.540981411040539,0.2926608870914126,2013,13-343,2013-05-03,5,6,0,0,3,0.4345404
0.5338036188348457,0.2849463034811773,2013,13-343,2013-05-10,6,7,0,0,3,0.4345404
0.45520862758933434,0.2072148946317653,2013,13-343,2013-05-17,7,8,0,0,3,0.4345404
0.45520862758933434,0.2072148946317653,2013,13-343,2013-05-24,8,9,0,0,3,0.4345404
0.45520862758933434,0.2072148946317653,2013,13-343,2013-05-28,9,10,0,0,3,0.4345404
0.5986604021200144,0.3583942770664973,2007,07-127,2007-04-03,1,2,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-04-10,2,3,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-04-17,3,4,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-04-24,4,5,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-05-01,5,6,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-05-08,6,7,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-05-15,7,8,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-05-22,8,9,0,0,3,0.702877
0.5023904043678165,0.2523961184008581,2007,07-127,2007-05-26,9,10,0,0,3,0.702877
0.5743812775946552,0.32991385205126833,2014,14-1194,2014-05-20,1,2,0,0,3,0.45556
0.5700647974095796,0.32497387324562504,2014,14-1194,2014-05-27,2,3,0,1,3,0.45556
0.34376429750000004,0.11817389223566853,2014,14-1194,2014-06-02,3,4,1,1,3,0.45556
0.7614988138784438,0.5798804435382767,2009,09-791,2009-03-21,1,2,0,0,6,0.5453075
0.9919944810755342,0.9840530504843185,2009,09-791,2009-03-28,2,3,0,0,6,0.5453075
0.9919944810755342,0.9840530504843185,2009,09-791,2009-04-04,3,4,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-04-11,4,5,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-04-18,5,6,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-04-25,6,7,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-05-02,7,8,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-05-09,8,9,0,0,6,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-791,2009-05-13,9,10,0,0,6,0.5453075
0.7614988138784438,0.5798804435382767,2009,09-142,2009-03-13,1,2,0,0,3,0.5005394
0.7614988138784438,0.5798804435382767,2009,09-142,2009-03-20,2,3,0,0,3,0.5005394
0.9919944810755342,0.9840530504843185,2009,09-142,2009-03-27,3,4,0,0,3,0.5005394
0.9919944810755342,0.9840530504843185,2009,09-142,2009-04-03,4,5,0,0,3,0.5005394
0.9727311522387908,0.9462058945358056,2009,09-142,2009-04-10,5,6,0,1,3,0.5005394
0.9727311522387908,0.9462058945358056,2009,09-142,2009-04-17,6,7,1,0,3,0.5005394
0.9727311522387908,0.9462058945358056,2009,09-142,2009-04-24,7,8,1,0,3,0.5005394
0.9727311522387908,0.9462058945358056,2009,09-142,2009-05-01,8,9,1,0,3,0.5005394
0.9727311522387908,0.9462058945358056,2009,09-142,2009-05-05,9,10,1,1,3,0.5005394
0.6695699396562788,0.4483239040913128,2018,18-695,2018-03-26,1,2,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-04-02,2,3,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-04-09,3,4,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-04-16,4,5,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-04-23,5,6,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-04-30,6,7,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-05-07,7,8,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-05-14,8,9,0,0,6,0.2465132
0.6695699396562788,0.4483239040913128,2018,18-695,2018-05-18,9,10,0,0,6,0.2465132
0.5986604021200144,0.3583942770664973,2007,07-046,2007-03-31,1,2,0,0,0,0.702877
0.5986604021200144,0.3583942770664973,2007,07-046,2007-04-07,2,3,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-04-14,3,4,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-04-21,4,5,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-04-28,5,6,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-05-05,6,7,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-05-12,7,8,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-05-19,8,9,0,0,0,0.702877
0.5023904043678165,0.2523961184008581,2007,07-046,2007-05-23,9,10,0,0,0,0.702877
0.5372647151468037,0.28865337414177616,2013,13-708,2013-03-17,1,2,0,0,3,0.2441968
0.5372647151468037,0.28865337414177616,2013,13-708,2013-03-24,2,3,0,0,3,0.2441968
0.5372647151468037,0.28865337414177616,2013,13-708,2013-03-31,3,4,0,0,3,0.2441968
0.6222951007715146,0.3872511924442295,2013,13-708,2013-04-07,4,5,0,0,3,0.2441968
0.5864199974171755,0.34388841337076015,2013,13-708,2013-04-14,5,6,0,0,3,0.2441968
