Wind,Wind_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
3.5963675414000003,12.933859492835483,2007,07-724,2007-05-07,6,7,0,0,3,0.6875
3.5963675414000003,12.933859492835483,2007,07-724,2007-05-14,7,8,0,0,3,0.6875
3.0414059952,9.250150427638502,2007,07-724,2007-05-21,8,9,0,0,3,0.6875
3.0414059952,9.250150427638502,2007,07-724,2007-05-25,9,10,0,0,3,0.6875
5.54940476175,30.795893209733574,2004,04-884,2004-04-11,1,2,0,0,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-04-18,2,3,0,0,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-04-25,3,4,0,1,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-05-02,4,5,1,0,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-05-09,5,6,1,0,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-05-16,6,7,1,0,7,0.7167301
5.54940476175,30.795893209733574,2004,04-884,2004-05-23,7,8,1,0,7,0.7167301
5.2138100524999995,27.18381526355005,2004,04-884,2004-05-30,8,9,1,0,7,0.7167301
5.2138100524999995,27.18381526355005,2004,04-884,2004-06-03,9,10,1,1,7,0.7167301
6.486167933,42.07037445507749,2001,01-579,2001-04-13,1,2,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-04-20,2,3,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-04-27,3,4,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-05-04,4,5,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-05-11,5,6,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-05-18,6,7,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-05-25,7,8,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-06-01,8,9,0,0,3,0.4153305
6.486167933,42.07037445507749,2001,01-579,2001-06-05,9,10,0,0,3,0.4153305
5.54940476175,30.795893209733574,2004,04-264,2004-03-25,1,2,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-04-01,2,3,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-04-08,3,4,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-04-15,4,5,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-04-22,5,6,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-04-29,6,7,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-05-06,7,8,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-05-13,8,9,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-264,2004-05-17,9,10,0,0,3,0.4258555
5.54940476175,30.795893209733574,2004,04-1050,2004-05-08,1,2,0,1,6,0.8835551
5.54940476175,30.795893209733574,2004,04-1050,2004-05-10,2,3,1,1,6,0.8835551
5.3055555555,28.148919752496912,2005,05-894,2005-06-05,1,2,0,0,5,0.4024052
5.3055555555,28.148919752496912,2005,05-894,2005-06-12,2,3,0,1,5,0.4024052
5.3055555555,28.148919752496912,2005,05-894,2005-06-19,3,4,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-06-26,4,5,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-07-03,5,6,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-07-10,6,7,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-07-17,7,8,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-07-24,8,9,1,0,5,0.4024052
6.323114052,39.98177131459986,2005,05-894,2005-07-28,9,10,1,1,5,0.4024052
4.315059226428572,18.619736127586343,2002,02-203,2002-03-21,1,2,0,0,4,0.5307139
4.315059226428572,18.619736127586343,2002,02-203,2002-03-28,2,3,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-04-04,3,4,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-04-11,4,5,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-04-18,5,6,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-04-25,6,7,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-05-02,7,8,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-05-09,8,9,0,0,4,0.5307139
4.416669608,19.506970426230875,2002,02-203,2002-05-13,9,10,0,0,4,0.5307139
5.04365836,25.43848965239789,2005,05-157,2005-05-14,1,2,0,0,3,0.1036078
5.04365836,25.43848965239789,2005,05-157,2005-05-21,2,3,0,0,3,0.1036078
5.04365836,25.43848965239789,2005,05-157,2005-05-28,3,4,0,1,3,0.1036078
5.3055555555,28.148919752496912,2005,05-157,2005-06-04,4,5,1,0,3,0.1036078
5.3055555555,28.148919752496912,2005,05-157,2005-06-11,5,6,1,0,3,0.1036078
5.3055555555,28.148919752496912,2005,05-157,2005-06-18,6,7,1,0,3,0.1036078
6.323114052,39.98177131459986,2005,05-157,2005-06-25,7,8,1,0,3,0.1036078
6.323114052,39.98177131459986,2005,05-157,2005-07-02,8,9,1,0,3,0.1036078
6.323114052,39.98177131459986,2005,05-157,2005-07-06,9,10,1,1,3,0.1036078
4.950127441833334,24.503761690391425,2008,08-239,2008-03-03,1,2,0,0,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-03-10,2,3,0,0,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-03-17,3,4,0,0,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-03-24,4,5,0,0,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-03-31,5,6,0,1,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-04-07,6,7,1,0,6,0.7110482
4.950127441833334,24.503761690391425,2008,08-239,2008-04-14,7,8,1,0,6,0.7110482
3.746031746,14.032753842039808,2008,08-239,2008-04-21,8,9,1,0,6,0.7110482
3.746031746,14.032753842039808,2008,08-239,2008-04-25,9,10,1,1,6,0.7110482
4.3142857145,18.61306122633878,2012,12-440,2012-05-08,1,2,0,0,6,0.4453467
4.3142857145,18.61306122633878,2012,12-440,2012-05-15,2,3,0,0,6,0.4453467
4.3142857145,18.61306122633878,2012,12-440,2012-05-22,3,4,0,0,6,0.4453467
4.3142857145,18.61306122633878,2012,12-440,2012-05-29,4,5,0,0,6,0.4453467
3.8304261198333336,14.672164259501448,2012,12-440,2012-06-05,5,6,0,0,6,0.4453467
3.8304261198333336,14.672164259501448,2012,12-440,2012-06-12,6,7,0,0,6,0.4453467
2.3399689543333335,5.475454707243834,2012,12-440,2012-06-19,7,8,0,0,6,0.4453467
3.5611764706,12.681977854755072,2012,12-440,2012-06-26,8,9,0,0,6,0.4453467
3.5611764706,12.681977854755072,2012,12-440,2012-06-30,9,10,0,0,6,0.4453467
5.54940476175,30.795893209733574,2004,04-161,2004-03-25,1,2,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-04-01,2,3,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-04-08,3,4,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-04-15,4,5,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-04-22,5,6,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-04-29,6,7,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-05-06,7,8,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-05-13,8,9,0,0,6,0.3246198
5.54940476175,30.795893209733574,2004,04-161,2004-05-17,9,10,0,0,6,0.3246198
6.486167933,42.07037445507749,2001,01-1188,2001-06-10,1,2,0,0,6,0.8490418
3.481308411,12.119508252499346,2001,01-1188,2001-06-17,2,3,0,0,6,0.8490418
2.8763789582,8.273555911175718,2001,01-1188,2001-06-24,3,4,0,0,6,0.8490418
2.8763789582,8.273555911175718,2001,01-1188,2001-07-01,4,5,0,1,6,0.8490418
2.8763789582,8.273555911175718,2001,01-1188,2001-07-08,5,6,1,0,6,0.8490418
4.1285557507499995,17.044972587050893,2001,01-1188,2001-07-12,6,7,1,1,6,0.8490418
4.0417142858,16.33545436803981,2011,11-0813,2011-02-22,1,2,0,0,3,0.7953955
4.0417142858,16.33545436803981,2011,11-0813,2011-03-01,2,3,0,0,3,0.7953955
4.0417142858,16.33545436803981,2011,11-0813,2011-03-08,3,4,0,0,3,0.7953955
4.0417142858,16.33545436803981,2011,11-0813,2011-03-15,4,5,0,0,3,0.7953955
3.746532393714286,14.036504977150496,2011,11-0813,2011-03-22,5,6,0,0,3,0.7953955
3.746532393714286,14.036504977150496,2011,11-0813,2011-03-29,6,7,0,0,3,0.7953955
3.746532393714286,14.036504977150496,2011,11-0813,2011-04-05,7,8,0,0,3,0.7953955
3.746532393714286,14.036504977150496,2011,11-0813,2011-04-12,8,9,0,0,3,0.7953955
3.746532393714286,14.036504977150496,2011,11-0813,2011-04-16,9,10,0,0,3,0.7953955
6.2514204545,39.08025769894098,2000,00-393,2000-02-27,1,2,0,1,0,0.6009732
3.0414059952,9.250150427638502,2007,07-848,2007-05-24,1,2,0,0,3,0.9122024
2.9021143106666667,8.422267472176262,2007,07-848,2007-05-31,2,3,0,0,3,0.9122024
2.9021143106666667,8.422267472176262,2007,07-848,2007-06-07,3,4,0,0,3,0.9122024
2.9021143106666667,8.422267472176262,2007,07-848,2007-06-14,4,5,0,0,3,0.9122024
2.9021143106666667,8.422267472176262,2007,07-848,2007-06-21,5,6,0,0,3,0.9122024
2.9601226995,8.762326396095167,2007,07-848,2007-06-28,6,7,0,0,3,0.9122024
3.1426875978333335,9.876485337575447,2007,07-848,2007-07-05,7,8,0,0,3,0.9122024
3.2221501642,10.382251680654086,2007,07-848,2007-07-12,8,9,0,0,3,0.9122024
3.2221501642,10.382251680654086,2007,07-848,2007-07-16,9,10,0,0,3,0.9122024
4.6516787772,21.638115446252886,2001,01-408,2001-03-13,1,2,0,0,3,0.2983966
4.6516787772,21.638115446252886,2001,01-408,2001-03-20,2,3,0,0,3,0.2983966
4.6516787772,21.638115446252886,2001,01-408,2001-03-27,3,4,0,0,3,0.2983966
4.023809524,16.191043085433105,2001,01-408,2001-04-03,4,5,0,0,3,0.2983966
6.486167933,42.07037445507749,2001,01-408,2001-04-10,5,6,0,0,3,0.2983966
6.486167933,42.07037445507749,2001,01-408,2001-04-17,6,7,0,0,3,0.2983966
6.486167933,42.07037445507749,2001,01-408,2001-04-24,7,8,0,0,3,0.2983966
6.486167933,42.07037445507749,2001,01-408,2001-05-01,8,9,0,0,3,0.2983966
6.486167933,42.07037445507749,2001,01-408,2001-05-05,9,10,0,0,3,0.2983966
5.6181264368,31.563344659871063,1998,98-625,1998-03-16,1,2,0,1,2,0.3986254
5.6181264368,31.563344659871063,1998,98-625,1998-03-23,2,3,1,0,2,0.3986254
3.9326831998,15.465997149989168,1998,98-625,1998-03-30,3,4,1,0,2,0.3986254
3.9326831998,15.465997149989168,1998,98-625,1998-04-06,4,5,1,0,2,0.3986254
3.9326831998,15.465997149989168,1998,98-625,1998-04-13,5,6,1,0,2,0.3986254
3.9326831998,15.465997149989168,1998,98-625,1998-04-20,6,7,1,0,2,0.3986254
3.9326831998,15.465997149989168,1998,98-625,1998-04-27,7,8,1,0,2,0.3986254
3.8011888441666666,14.449036629017119,1998,98-625,1998-05-04,8,9,1,0,2,0.3986254
3.8011888441666666,14.449036629017119,1998,98-625,1998-05-08,9,10,1,1,2,0.3986254
4.8390532544,23.416436398919227,1999,99-1113,1999-03-19,1,2,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-03-26,2,3,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-04-02,3,4,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-04-09,4,5,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-04-16,5,6,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-04-23,6,7,0,0,4,0.6902494
4.8390532544,23.416436398919227,1999,99-1113,1999-04-30,7,8,0,0,4,0.6902494
2.6203703705000003,6.8663408785943085,1999,99-1113,1999-05-07,8,9,0,0,4,0.6902494
2.6203703705000003,6.8663408785943085,1999,99-1113,1999-05-11,9,10,0,0,4,0.6902494
3.9326831998,15.465997149989168,1998,98-313,1998-04-03,1,2,0,0,3,0.5285223
3.9326831998,15.465997149989168,1998,98-313,1998-04-10,2,3,0,0,3,0.5285223
3.9326831998,15.465997149989168,1998,98-313,1998-04-17,3,4,0,0,3,0.5285223
3.9326831998,15.465997149989168,1998,98-313,1998-04-24,4,5,0,0,3,0.5285223
3.8011888441666666,14.449036629017119,1998,98-313,1998-05-01,5,6,0,0,3,0.5285223
3.8011888441666666,14.449036629017119,1998,98-313,1998-05-08,6,7,0,0,3,0.5285223
3.8011888441666666,14.449036629017119,1998,98-313,1998-05-15,7,8,0,0,3,0.5285223
3.2349029083333334,10.464596826343458,1998,98-313,1998-05-22,8,9,0,0,3,0.5285223
3.2349029083333334,10.464596826343458,1998,98-313,1998-05-26,9,10,0,0,3,0.5285223
3.630382496,13.179677067263192,1997,97-508,1997-02-28,1,2,0,0,2,0.4389535
3.6670807454,13.44748119328342,1997,97-508,1997-03-07,2,3,0,0,2,0.4389535
3.6670807454,13.44748119328342,1997,97-508,1997-03-14,3,4,0,0,2,0.4389535
3.6670807454,13.44748119328342,1997,97-508,1997-03-21,4,5,0,0,2,0.4389535
3.6670807454,13.44748119328342,1997,97-508,1997-03-28,5,6,0,0,2,0.4389535
3.702812405,13.710819706621884,1997,97-508,1997-04-04,6,7,0,0,2,0.4389535
3.702812405,13.710819706621884,1997,97-508,1997-04-11,7,8,0,0,2,0.4389535
3.702812405,13.710819706621884,1997,97-508,1997-04-18,8,9,0,0,2,0.4389535
3.702812405,13.710819706621884,1997,97-508,1997-04-22,9,10,0,0,2,0.4389535
6.2514204545,39.08025769894098,2000,00-544,2000-02-29,1,2,0,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-03-07,2,3,0,1,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-03-14,3,4,1,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-03-21,4,5,1,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-03-28,5,6,1,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-04-04,6,7,1,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-04-11,7,8,1,0,1,0.6009732
6.2514204545,39.08025769894098,2000,00-544,2000-04-18,8,9,1,0,1,0.6009732
3.7271041872,13.891305622243774,2000,00-544,2000-04-22,9,10,1,1,1,0.6009732
3.6670807454,13.44748119328342,1997,97-163,1997-03-21,1,2,0,0,2,0.7005814
3.6670807454,13.44748119328342,1997,97-163,1997-03-28,2,3,0,0,2,0.7005814
3.702812405,13.710819706621884,1997,97-163,1997-04-04,3,4,0,0,2,0.7005814
3.702812405,13.710819706621884,1997,97-163,1997-04-11,4,5,0,0,2,0.7005814
3.702812405,13.710819706621884,1997,97-163,1997-04-18,5,6,0,0,2,0.7005814
3.702812405,13.710819706621884,1997,97-163,1997-04-25,6,7,0,0,2,0.7005814
3.837164751,14.723833326316893,1997,97-163,1997-05-02,7,8,0,0,2,0.7005814
3.837164751,14.723833326316893,1997,97-163,1997-05-09,8,9,0,0,2,0.7005814
3.837164751,14.723833326316893,1997,97-163,1997-05-13,9,10,0,0,2,0.7005814
3.6670807454,13.44748119328342,1997,97-667,1997-03-07,1,2,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-667,1997-03-14,2,3,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-667,1997-03-21,3,4,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-667,1997-03-28,4,5,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-667,1997-04-04,5,6,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-667,1997-04-11,6,7,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-667,1997-04-18,7,8,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-667,1997-04-25,8,9,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-667,1997-04-29,9,10,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-656,1997-03-15,1,2,0,0,4,0.6598837
3.6670807454,13.44748119328342,1997,97-656,1997-03-22,2,3,0,0,4,0.6598837
3.6670807454,13.44748119328342,1997,97-656,1997-03-29,3,4,0,0,4,0.6598837
3.702812405,13.710819706621884,1997,97-656,1997-04-05,4,5,0,1,4,0.6598837
3.702812405,13.710819706621884,1997,97-656,1997-04-12,5,6,1,0,4,0.6598837
3.702812405,13.710819706621884,1997,97-656,1997-04-19,6,7,1,0,4,0.6598837
3.702812405,13.710819706621884,1997,97-656,1997-04-26,7,8,1,0,4,0.6598837
3.837164751,14.723833326316893,1997,97-656,1997-05-03,8,9,1,0,4,0.6598837
3.837164751,14.723833326316893,1997,97-656,1997-05-07,9,10,1,1,4,0.6598837
3.6670807454,13.44748119328342,1997,97-640,1997-03-23,1,2,0,0,4,0.7005814
3.6670807454,13.44748119328342,1997,97-640,1997-03-30,2,3,0,0,4,0.7005814
3.702812405,13.710819706621884,1997,97-640,1997-04-06,3,4,0,0,4,0.7005814
3.702812405,13.710819706621884,1997,97-640,1997-04-13,4,5,0,0,4,0.7005814
3.702812405,13.710819706621884,1997,97-640,1997-04-20,5,6,0,0,4,0.7005814
3.702812405,13.710819706621884,1997,97-640,1997-04-27,6,7,0,0,4,0.7005814
3.837164751,14.723833326316893,1997,97-640,1997-05-04,7,8,0,0,4,0.7005814
3.837164751,14.723833326316893,1997,97-640,1997-05-11,8,9,0,0,4,0.7005814
3.837164751,14.723833326316893,1997,97-640,1997-05-15,9,10,0,0,4,0.7005814
3.6670807454,13.44748119328342,1997,97-703,1997-03-19,1,2,0,0,2,0.6928294
3.6670807454,13.44748119328342,1997,97-703,1997-03-26,2,3,0,0,2,0.6928294
3.702812405,13.710819706621884,1997,97-703,1997-04-02,3,4,0,0,2,0.6928294
3.702812405,13.710819706621884,1997,97-703,1997-04-09,4,5,0,0,2,0.6928294
3.702812405,13.710819706621884,1997,97-703,1997-04-16,5,6,0,0,2,0.6928294
3.702812405,13.710819706621884,1997,97-703,1997-04-23,6,7,0,0,2,0.6928294
3.837164751,14.723833326316893,1997,97-703,1997-04-30,7,8,0,0,2,0.6928294
3.837164751,14.723833326316893,1997,97-703,1997-05-07,8,9,0,0,2,0.6928294
3.837164751,14.723833326316893,1997,97-703,1997-05-11,9,10,0,0,2,0.6928294
3.630382496,13.179677067263192,1997,97-388,1997-03-01,1,2,0,1,3,0.4389535
3.6670807454,13.44748119328342,1997,97-388,1997-03-08,2,3,1,0,3,0.4389535
3.6670807454,13.44748119328342,1997,97-388,1997-03-15,3,4,1,0,3,0.4389535
3.6670807454,13.44748119328342,1997,97-388,1997-03-22,4,5,1,0,3,0.4389535
3.6670807454,13.44748119328342,1997,97-388,1997-03-29,5,6,1,0,3,0.4389535
3.702812405,13.710819706621884,1997,97-388,1997-04-05,6,7,1,0,3,0.4389535
3.702812405,13.710819706621884,1997,97-388,1997-04-12,7,8,1,0,3,0.4389535
3.702812405,13.710819706621884,1997,97-388,1997-04-19,8,9,1,0,3,0.4389535
3.702812405,13.710819706621884,1997,97-388,1997-04-23,9,10,1,1,3,0.4389535
5.6181264368,31.563344659871063,1998,98-454,1998-03-17,1,2,0,0,3,0.3986254
5.6181264368,31.563344659871063,1998,98-454,1998-03-24,2,3,0,0,3,0.3986254
3.9326831998,15.465997149989168,1998,98-454,1998-03-31,3,4,0,0,3,0.3986254
3.9326831998,15.465997149989168,1998,98-454,1998-04-07,4,5,0,0,3,0.3986254
3.9326831998,15.465997149989168,1998,98-454,1998-04-14,5,6,0,0,3,0.3986254
3.9326831998,15.465997149989168,1998,98-454,1998-04-21,6,7,0,0,3,0.3986254
3.9326831998,15.465997149989168,1998,98-454,1998-04-28,7,8,0,0,3,0.3986254
3.8011888441666666,14.449036629017119,1998,98-454,1998-05-05,8,9,0,0,3,0.3986254
3.8011888441666666,14.449036629017119,1998,98-454,1998-05-09,9,10,0,0,3,0.3986254
4.8390532544,23.416436398919227,1999,99-986,1999-03-17,1,2,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-03-24,2,3,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-03-31,3,4,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-04-07,4,5,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-04-14,5,6,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-04-21,6,7,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-04-28,7,8,0,0,5,0.6761905
4.8390532544,23.416436398919227,1999,99-986,1999-05-05,8,9,0,0,5,0.6761905
2.6203703705000003,6.8663408785943085,1999,99-986,1999-05-09,9,10,0,0,5,0.6761905
3.6670807454,13.44748119328342,1997,97-975,1997-03-28,1,2,0,0,0,0.72965120000000006
3.702812405,13.710819706621884,1997,97-975,1997-04-04,2,3,0,0,0,0.72965120000000006
3.702812405,13.710819706621884,1997,97-975,1997-04-11,3,4,0,0,0,0.72965120000000006
3.702812405,13.710819706621884,1997,97-975,1997-04-18,4,5,0,0,0,0.72965120000000006
3.702812405,13.710819706621884,1997,97-975,1997-04-25,5,6,0,0,0,0.72965120000000006
3.837164751,14.723833326316893,1997,97-975,1997-05-02,6,7,0,0,0,0.72965120000000006
3.837164751,14.723833326316893,1997,97-975,1997-05-09,7,8,0,0,0,0.72965120000000006
3.837164751,14.723833326316893,1997,97-975,1997-05-16,8,9,0,0,0,0.72965120000000006
3.837164751,14.723833326316893,1997,97-975,1997-05-20,9,10,0,0,0,0.72965120000000006
3.7830985916,14.311834953765903,2004,04-257,2004-03-22,1,2,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-03-29,2,3,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-04-05,3,4,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-04-12,4,5,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-04-19,5,6,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-04-26,6,7,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-05-03,7,8,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-05-10,8,9,0,0,3,0.3246198
5.54940476175,30.795893209733574,2004,04-257,2004-05-14,9,10,0,0,3,0.3246198
4.674603174666666,21.851914840603676,2001,01-344,2001-02-24,1,2,0,0,2,0.2718029
4.674603174666666,21.851914840603676,2001,01-344,2001-03-03,2,3,0,0,2,0.2718029
4.674603174666666,21.851914840603676,2001,01-344,2001-03-10,3,4,0,0,2,0.2718029
4.6516787772,21.638115446252886,2001,01-344,2001-03-17,4,5,0,0,2,0.2718029
4.6516787772,21.638115446252886,2001,01-344,2001-03-24,5,6,0,0,2,0.2718029
4.6516787772,21.638115446252886,2001,01-344,2001-03-31,6,7,0,0,2,0.2718029
4.023809524,16.191043085433105,2001,01-344,2001-04-07,7,8,0,0,2,0.2718029
6.486167933,42.07037445507749,2001,01-344,2001-04-14,8,9,0,0,2,0.2718029
6.486167933,42.07037445507749,2001,01-344,2001-04-18,9,10,0,0,2,0.2718029
6.486167933,42.07037445507749,2001,01-759,2001-05-03,1,2,0,0,6,0.5236605
6.486167933,42.07037445507749,2001,01-759,2001-05-10,2,3,0,0,6,0.5236605
6.486167933,42.07037445507749,2001,01-759,2001-05-17,3,4,0,0,6,0.5236605
6.486167933,42.07037445507749,2001,01-759,2001-05-24,4,5,0,0,6,0.5236605
6.486167933,42.07037445507749,2001,01-759,2001-05-31,5,6,0,0,6,0.5236605
6.486167933,42.07037445507749,2001,01-759,2001-06-07,6,7,0,1,6,0.5236605
3.481308411,12.119508252499346,2001,01-759,2001-06-11,7,8,1,1,6,0.5236605
5.90625,34.8837890625,2013,13-713,2013-04-01,1,2,0,0,6,0.40065
5.90625,34.8837890625,2013,13-713,2013-04-08,2,3,0,1,6,0.40065
5.90625,34.8837890625,2013,13-713,2013-04-14,3,4,1,1,6,0.40065
3.7830985916,14.311834953765903,2004,04-849,2004-03-21,1,2,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-03-28,2,3,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-04-04,3,4,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-04-11,4,5,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-04-18,5,6,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-04-25,6,7,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-05-02,7,8,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-05-09,8,9,0,0,4,0.2675855
5.54940476175,30.795893209733574,2004,04-849,2004-05-13,9,10,0,0,4,0.2675855
5.6181264368,31.563344659871063,1998,98-029,1998-03-13,1,2,0,0,3,0.3333333
5.6181264368,31.563344659871063,1998,98-029,1998-03-20,2,3,0,1,3,0.3333333
3.9326831998,15.465997149989168,1998,98-029,1998-03-27,3,4,1,0,3,0.3333333
3.9326831998,15.465997149989168,1998,98-029,1998-04-03,4,5,1,0,3,0.3333333
3.9326831998,15.465997149989168,1998,98-029,1998-04-10,5,6,1,0,3,0.3333333
3.9326831998,15.465997149989168,1998,98-029,1998-04-17,6,7,1,0,3,0.3333333
3.9326831998,15.465997149989168,1998,98-029,1998-04-24,7,8,1,0,3,0.3333333
3.8011888441666666,14.449036629017119,1998,98-029,1998-05-01,8,9,1,0,3,0.3333333
3.8011888441666666,14.449036629017119,1998,98-029,1998-05-05,9,10,1,1,3,0.3333333
3.669947327,13.468513382954445,2000,00-1212,2000-05-22,1,2,0,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-05-29,2,3,0,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-06-05,3,4,0,1,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-06-12,4,5,1,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-06-19,5,6,1,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-06-26,6,7,1,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-07-03,7,8,1,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-07-10,8,9,1,0,2,0.880292
3.669947327,13.468513382954445,2000,00-1212,2000-07-14,9,10,1,1,2,0.880292
4.950127441833334,24.503761690391425,2008,08-390,2008-02-26,1,2,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-03-04,2,3,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-03-11,3,4,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-03-18,4,5,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-03-25,5,6,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-04-01,6,7,0,0,3,0.6813031
4.950127441833334,24.503761690391425,2008,08-390,2008-04-08,7,8,0,0,3,0.6813031
